file,DateTime,mean,std,max,wet_ratio,cv,peak_ratio,score_mean,score_wet,score_cv,score_peak,meiyu_score
rain_20240523.csv,2024-05-23 16:50:00,1.203427065026362,4.819262565473565,63.5,0.1968365553602812,4.004615406724291,52.76597298284045,0.09465249041256406,0.21368767646151932,0.2137851494346743,0.5085525051907651,0.2369695809873129
rain_20240522.csv,2024-05-22 15:10:00,1.0854625550660792,4.572530330817079,53.5,0.19030837004405288,4.212517796653722,49.287743506493506,0.039764834993696686,0.18556128673430855,0.1326809108893835,0.5509340289382192,0.2043208244839221
rain_20240522.csv,2024-05-22 14:30:00,1.0567781690140845,4.220736287532951,66.0,0.19806338028169015,3.9939661996146874,62.45397750937109,0.026418289511044826,0.21897339587589087,0.2179394827928849,0.39050612650909455,0.1953066274764766
rain_20240522.csv,2024-05-22 14:20:00,1.054137323943662,4.267995903801926,64.5,0.19630281690140844,4.048804464901034,61.1874739039666,0.025189531859368335,0.21138808857002098,0.19654667556876648,0.40593821717295175,0.19147026467716044
rain_20240523.csv,2024-05-23 16:40:00,1.1466198419666374,4.891306667905878,60.5,0.18086040386303776,4.265848617721896,52.763782542113326,0.06822068235728791,0.14485515385598072,0.11187616864857719,0.5085791952686698,0.18801382364742997
rain_20240523.csv,2024-05-23 16:30:00,1.1609649122807018,4.949633320514501,59.5,0.1692982456140351,4.2633789084900116,51.250472232716284,0.07489529387072434,0.09504012054332031,0.11283962023154481,0.5270185757785313,0.17895226352622862
rain_20240524.csv,2024-05-24 16:10:00,1.0030782761653474,4.170786144741812,77.0,0.22515391380826738,4.157986713346287,76.76370013152126,0.001432289775158534,0.33569172830319477,0.15395388418324762,0.21614504617948738,0.175156991496053
rain_20240523.csv,2024-05-23 16:20:00,1.0614035087719298,4.6317605838055185,52.5,0.1543859649122807,4.363807492180406,49.46280991735537,0.02857041183079401,0.03079123690693569,0.07366169730744465,0.5488008800761963,0.1423010100980471
rain_20240523.csv,2024-05-23 16:10:00,1.0162138475021911,4.526331348568744,51.0,0.147239263803681,4.454113038996927,50.18628719275549,0.007544134036702747,0.0,0.0384328448952328,0.5399854555803069,0.11794690030611876
rain_20240524.csv,2024-05-24 16:00:00,1.0105540897097625,4.600680574933831,95.5,0.21108179419525067,4.552631691644705,94.50261096605745,0.00491070780054353,0.27506264053209145,0.0,0.0,0.0839920044997905
